,team,position,Height,Weight,Birthdate,Full_name,age,First_name,Last_name,Name
477,FA,C,"7'1""",220,12/20/1995, Anzejs  Pasecniks,22.069815195071868,Anzejs,Pasecniks,A. Pasecniks
478,OKC,F/C,"6'9""",230,3/14/1989, Patrick  Patterson,28.83778234086242,Patrick,Patterson,P. Patterson
479,MIN,C,"7'0""",236,6/14/1997, Justin  Patton,20.58590006844627,Justin,Patton,J. Patton
480,SA,SG,"6'4""",200,4/30/1991, Brandon  Paul,26.71047227926078,Brandon,Paul,B. Paul
481,HOU,PG,"6'0""",175,5/06/1985, Chris  Paul,32.69267624914442,Chris,Paul,C. Paul
482,ORL,PF,"6'10""",237,2/19/1991, Adreian  Payne,26.902121834360027,Adreian,Payne,A. Payne
483,CHI,PG,"6'3""",185,8/08/1994, Cameron  Payne,23.43600273785079,Cameron,Payne,C. Payne
484,ORL,PG,"6'4""",185,2/22/1994, Elfrid  Payton,23.89322381930185,Elfrid,Payton,E. Payton
485,MIL,SG,"6'3""",190,12/01/1992, Gary  Payton II,25.11978097193703,Gary,Payton II,G. Payton II
486,FA,SG,"6'5""",215,2/02/1996, L.J.  Peak,21.949349760438057,L.J.,Peak,L. Peak
487,FA,C,"6'11""",307,1/03/1986, Nikola  Pekovic,32.030116358658454,Nikola,Pekovic,N. Pekovic
488,FA,C,"6'10""",270,11/10/1984, Kendrick  Perkins,33.177275838466805,Kendrick,Perkins,K. Perkins
489,CLE,PG,"6'2""",197,10/03/1994, London  Perrantes,23.28268309377139,London,Perrantes,L. Perrantes
490,PHX,PF,"6'9""",235,4/13/1995, Alec  Peters,22.757015742642025,Alec,Peters,A. Peters
491,FA,PF,"6'10""",215,8/17/1995, Luke  Petrasek,22.412046543463383,Luke,Petrasek,L. Petrasek
492,FA,F,"6'7""",235,10/13/1977, Paul  Pierce,40.25462012320329,Paul,Pierce,P. Pierce
493,FA,C,"7'0""",250,7/14/1992, Marshall  Plumlee,25.503080082135522,Marshall,Plumlee,M. Plumlee
494,DEN,F/C,"6'11""",235,3/05/1990, Mason  Plumlee,27.863107460643395,Mason,Plumlee,M. Plumlee
495,ATL,F/C,"6'11""",249,9/01/1988, Miles  Plumlee,29.36892539356605,Miles,Plumlee,M. Plumlee
496,TOR,C,"7'0""",248,10/15/1995, Jakob  Poeltl,22.250513347022586,Jakob,Poeltl,J. Poeltl
497,CHI,G/F,"6'7""",225,3/10/1988, Quincy  Pondexter,29.848049281314168,Quincy,Pondexter,Q. Pondexter
498,WSH,F,"6'8""",205,6/03/1993, Otto  Porter Jr.,24.61601642710472,Otto,Porter Jr.,O. Porter Jr.
499,CHI,F/C,"6'11""",250,2/10/1995, Bobby  Portis,22.926762491444215,Bobby,Portis,B. Portis
500,NY,F/C,"7'3""",240,8/02/1995, Kristaps  Porzingis,22.45311430527036,Kristaps,Porzingis,K. Porzingis
501,DAL,F/C,"6'11""",240,7/20/1991, Dwight  Powell,26.48870636550308,Dwight,Powell,D. Powell
502,TOR,G/F,"6'4""",215,5/25/1993, Norman  Powell,24.640657084188913,Norman,Powell,N. Powell
503,IND,SF,"6'8""",238,9/06/1993, Alex  Poythress,24.355920602327174,Alex,Poythress,A. Poythress
504,FA,G,"6'2""",190,6/21/1983, Ronnie  Price,34.56810403832991,Ronnie,Price,R. Price
505,ATL,SF,"6'8""",220,3/22/1994, Taurean  Prince,23.81656399726215,Taurean,Prince,T. Prince
506,PHI,PG,"6'1""",200,11/10/1989, Jacob  Pullen,28.177960301163587,Jacob,Pullen,J. Pullen
507,FA,PG,"6'4""",205,2/14/1994, Rodney  Purvis,23.915126625598905,Rodney,Purvis,R. Purvis
508,HOU,PF,"7'1""",210,1/16/1996, Zhou  Qi,21.9958932238193,Zhou,Qi,Z. Qi
509,FA,PG,"6'6""",190,10/27/1994, Tim  Quarterman,23.21697467488022,Tim,Quarterman,T. Quarterman
510,MEM,PF,"6'10""",220,2/04/1997, Ivan  Rabb,20.941820670773442,Ivan,Rabb,I. Rabb
511,FA,PG,"6'2""",185,2/05/1993, Chasson  Randle,24.93908281998631,Chasson,Randle,C. Randle
512,LAL,F/C,"6'9""",250,11/29/1994, Julius  Randle,23.12662559890486,Julius,Randle,J. Randle
513,SAC,F/C,"6'9""",250,7/16/1981, Zach  Randolph,36.498288843258045,Zach,Randolph,Z. Randolph
514,FA,PG,"6'4""",205,4/29/1994, Xavier  Rathan-Mayes,23.71252566735113,Xavier,Rathan-Mayes,X. Rathan-Mayes
515,FA,G,"6'4""",190,11/02/1986, Andy  Rautins,31.200547570157426,Andy,Rautins,A. Rautins
516,PHI,SG,"6'4""",195,6/24/1984, JJ  Redick,33.55783709787816,JJ,Redick,J. Redick
517,PHX,SG,"6'6""",210,6/11/1995, Davon  Reed,22.595482546201232,Davon,Reed,D. Reed
518,LAC,F/C,"6'11""",245,5/16/1990, Willie  Reed,27.665982203969882,Willie,Reed,W. Reed
519,MIA,G,"6'6""",200,9/15/1993, Josh  Richardson,24.331279945242983,Josh,Richardson,J. Richardson
520,SAC,SG,"6'6""",205,1/05/1996, Malachi  Richardson,22.026009582477755,Malachi,Richardson,M. Richardson
521,LAC,G,"6'4""",200,8/01/1992, Austin  Rivers,25.453798767967147,Austin,Rivers,A. Rivers
522,OKC,G/F,"6'7""",210,12/04/1991, Andre  Roberson,26.11362080766598,Andre,Roberson,A. Roberson
523,FA,G,"6'1""",173,12/03/1985, Brian  Roberts,32.114989733059545,Brian,Roberts,B. Roberts
524,WSH,G/F,"6'8""",200,3/07/1995, Devin  Robinson,22.858316221765914,Devin,Robinson,D. Robinson
525,FA,F/C,"6'10""",250,3/17/1991, Thomas  Robinson,26.830937713894592,Thomas,Robinson,T. Robinson
526,IND,G/F,"6'6""",222,1/08/1994, Glenn  Robinson III,24.016427104722794,Glenn,Robinson III,G. Robinson III
527,FA,PG,"6'3""",175,6/12/1986, Sergio  Rodriguez,31.592060232717316,Sergio,Rodriguez,S. Rodriguez
528,NO,PG,"6'1""",186,2/22/1986, Rajon  Rondo,31.89322381930185,Rajon,Rondo,R. Rondo
529,CLE,PG,"6'3""",190,10/04/1988, Derrick  Rose,29.27857631759069,Derrick,Rose,D. Rose
530,ORL,G/F,"6'7""",206,2/05/1991, Terrence  Ross,26.940451745379878,Terrence,Ross,T. Ross
531,BOS,G,"6'1""",190,3/17/1994, Terry  Rozier,23.83025325119781,Terry,Rozier,T. Rozier
532,UTA,PG,"6'4""",190,10/21/1990, Ricky  Rubio,27.23340177960301,Ricky,Rubio,R. Rubio
533,FA,G/F,"6'10""",230,6/17/1986, Damjan  Rudez,31.578370978781656,Damjan,Rudez,D. Rudez
534,FA,G/F,"6'6""",225,7/07/1985, Brandon  Rush,32.52292950034223,Brandon,Rush,B. Rush
535,BKN,G,"6'5""",195,2/23/1996, D'Angelo  Russell,21.89185489390828,D'Angelo,Russell,D. Russell
536,IND,F/C,"6'11""",240,5/03/1996, Domantas  Sabonis,21.700205338809035,Domantas,Sabonis,D. Sabonis
537,SAC,G/F,"6'9""",207,3/20/1993, Jakarr  Sampson,24.82135523613963,Jakarr,Sampson,J. Sampson
538,PHI,F/C,"6'10""",250,4/08/1994, Dario  Saric,23.770020533880903,Dario,Saric,D. Saric
539,WSH,G,"6'7""",210,10/30/1991, Tomas  Satoransky,26.209445585215605,Tomas,Satoransky,T. Satoransky
540,ATL,PG,"6'1""",172,9/15/1993, Dennis  Schroder,24.331279945242983,Dennis,Schroder,D. Schroder
541,FA,SG,"6'5""",203,2/22/1990, Durand  Scott,27.89322381930185,Durand,Scott,D. Scott
542,WSH,PF,"6'8""",237,7/16/1988, Mike  Scott,29.49760438056126,Mike,Scott,M. Scott
543,UTA,G/F,"6'7""",220,5/02/1984, Thabo  Sefolosha,33.70294318959617,Thabo,Sefolosha,T. Sefolosha
544,MEM,SG,"6'5""",230,9/30/1994, Wayne  Selden Jr.,23.290896646132786,Wayne,Selden Jr.,W. Selden Jr.
545,FA,PG,"6'2""",195,3/24/1995, Jeremy  Senglin,22.811772758384667,Jeremy,Senglin,J. Senglin
546,FA,F/C,"6'9""",285,12/07/1989, Kevin  Seraphin,28.10403832991102,Kevin,Seraphin,K. Seraphin
547,NY,G,"6'3""",190,4/11/1986, Ramon  Sessions,31.761806981519506,Ramon,Sessions,R. Sessions
548,CLE,G/F,"6'5""",220,6/26/1990, Iman  Shumpert,27.55373032169747,Iman,Shumpert,I. Shumpert
549,TOR,PF,"6'9""",230,4/02/1994, Pascal  Siakam,23.786447638603697,Pascal,Siakam,P. Siakam
550,PHI,PG,"6'10""",230,7/20/1996, Ben  Simmons,21.48665297741273,Ben,Simmons,B. Simmons
551,ORL,G/F,"6'6""",195,9/14/1989, Jonathon  Simmons,28.334017796030118,Jonathon,Simmons,J. Simmons
552,MEM,SG,"6'4""",170,7/04/1997, Kobi  Simmons,20.531143052703626,Kobi,Simmons,K. Simmons
553,OKC,G/F,"6'8""",228,5/04/1988, Kyle  Singler,29.697467488021903,Kyle,Singler,K. Singler
554,FA,G,"6'3""",205,1/15/1988, Donald  Sloan,29.998631074606433,Donald,Sloan,D. Sloan
555,BOS,G,"6'4""",220,3/06/1994, Marcus  Smart,23.860369609856264,Marcus,Smart,M. Smart
556,DET,PG,"6'0""",175,7/05/1988, Ish  Smith,29.527720739219713,Ish,Smith,I. Smith
557,CLE,G/F,"6'6""",225,9/09/1985, J.R.  Smith,32.34770704996578,J.R.,Smith,J. Smith
558,WSH,F/C,"7'0""",240,3/02/1986, Jason  Smith,31.871321013004792,Jason,Smith,J. Smith
559,NO,F,"6'9""",225,12/05/1985, Josh  Smith,32.10951403148528,Josh,Smith,J. Smith
560,DAL,G,"6'3""",195,11/25/1997, Dennis  Smith Jr.,20.136892539356605,Dennis,Smith Jr.,D. Smith Jr.
561,MIL,G/F,"6'7""",217,11/10/1991, Tony  Snell,26.17932922655715,Tony,Snell,T. Snell
562,ORL,F/C,"6'10""",255,8/04/1987, Marreese  Speights,30.4476386036961,Marreese,Speights,M. Speights
563,FA,C,"6'11""",245,1/01/1985, Tiago  Splitter,33.034907597535934,Tiago,Splitter,T. Splitter
564,BKN,G/F,"6'6""",205,10/07/1993, Nik  Stauskas,24.27104722792608,Nik,Stauskas,N. Stauskas
565,IND,G/F,"6'5""",230,9/05/1990, Lance  Stephenson,27.359342915811087,Lance,Stephenson,L. Stephenson
566,FA,PG,"5'11""",165,6/24/1991, David  Stockton,26.559890485968516,David,Stockton,D. Stockton
567,FA,C,"6'11""",255,2/10/1997, Diamond  Stone,20.92539356605065,Diamond,Stone,D. Stone
568,CHA,G/F,"6'6""",202,12/07/1988, Julyan  Stone,29.10335386721424,Julyan,Stone,J. Stone
569,IND,PG,"6'6""",176,12/31/1995, Edmond  Sumner,22.039698836413415,Edmond,Sumner,E. Sumner
570,POR,F/C,"6'9""",250,4/18/1997, Caleb  Swanigan,20.7419575633128,Caleb,Swanigan,C. Swanigan
571,BOS,F,"6'8""",205,4/04/1998, Jayson  Tatum,19.78097193702943,Jayson,Tatum,J. Tatum
572,FA,C,"7'3""",265,3/22/1992, Edy  Tavares,25.815195071868583,Edy,Tavares,E. Tavares
573,ATL,PG,"6'3""",170,7/11/1994, Isaiah  Taylor,23.512662559890487,Isaiah,Taylor,I. Taylor
574,MIN,PG,"6'2""",189,6/10/1988, Jeff  Teague,29.596167008898014,Jeff,Teague,J. Teague
575,MIL,F,"6'9""",245,9/17/1985, Mirza  Teletovic,32.32580424366872,Mirza,Teletovic,M. Teletovic
576,SAC,G/F,"6'6""",195,5/08/1986, Garrett  Temple,31.68788501026694,Garrett,Temple,G. Temple
577,LAC,G,"6'5""",196,3/19/1987, Milos  Teodosic,30.82546201232033,Milos,Teodosic,M. Teodosic
578,MIL,G,"6'2""",185,9/15/1977, Jason  Terry,40.33127994524298,Jason,Terry,J. Terry
579,BOS,F/C,"6'9""",243,4/04/1992, Daniel  Theis,25.779603011635867,Daniel,Theis,D. Theis
580,CLE,PG,"5'9""",185,2/07/1989, Isaiah  Thomas,28.933607118412045,Isaiah,Thomas,I. Thomas
581,NY,G/F,"6'8""",235,4/24/1988, Lance  Thomas,29.724845995893222,Lance,Thomas,L. Thomas
582,FA,SF,"6'8""",230,8/15/1994, Rashawn  Thomas,23.416837782340863,Rashawn,Thomas,R. Thomas
583,GS,G/F,"6'7""",215,2/08/1990, Klay  Thompson,27.9315537303217,Klay,Thompson,K. Thompson
584,FA,C,"7'0""",250,6/12/1994, Trevor  Thompson,23.592060232717316,Trevor,Thompson,T. Thompson
585,CLE,F/C,"6'10""",238,3/13/1991, Tristan  Thompson,26.84188911704312,Tristan,Thompson,T. Thompson
586,LAC,SG,"6'5""",215,11/15/1994, Sindarius  Thornwell,23.16495550992471,Sindarius,Thornwell,S. Thornwell
587,DET,F,"6'8""",240,6/01/1985, Anthony  Tolliver,32.62149212867899,Anthony,Tolliver,A. Tolliver
588,FA,G/F,"6'7""",210,7/23/1992, Axel  Toupane,25.478439425051334,Axel,Toupane,A. Toupane
589,MIN,C,"7'0""",248,11/15/1995, Karl-Anthony  Towns,22.16563997262149,Karl-Anthony,Towns,K. Towns
590,FA,PG,"6'3""",185,2/02/1995, Melo  Trimble,22.94866529774127,Melo,Trimble,M. Trimble
591,HOU,SF,"6'6""",245,5/05/1985, P.J.  Tucker,32.695414099931554,P.J.,Tucker,P. Tucker
592,POR,G/F,"6'7""",220,10/27/1988, Evan  Turner,29.215605749486652,Evan,Turner,E. Turner
593,IND,F/C,"6'11""",250,3/24/1996, Myles  Turner,21.809719370294317,Myles,Turner,M. Turner
594,UTA,F/C,"6'10""",245,5/20/1987, Ekpe  Udoh,30.65571526351814,Ekpe,Udoh,E. Udoh
595,FA,PG,"6'3""",205,7/05/1982, Beno  Udrih,35.52908966461328,Beno,Udrih,B. Udrih
596,PHX,PG,"5'10""",160,1/05/1996, Tyler  Ulis,22.026009582477755,Tyler,Ulis,T. Ulis
597,FA,PF,"6'10""",221,5/19/1993, Jarrod  Uthoff,24.657084188911703,Jarrod,Uthoff,J. Uthoff
598,TOR,C,"7'0""",265,5/06/1992, Jonas  Valanciunas,25.691991786447637,Jonas,Valanciunas,J. Valanciunas
599,CHI,G/F,"6'6""",210,11/16/1993, Denzel  Valentine,24.161533196440793,Denzel,Valentine,D. Valentine
600,TOR,PG,"6'0""",195,2/25/1994, Fred  VanVleet,23.88501026694045,Fred,VanVleet,F. VanVleet
601,MIL,G/F,"6'6""",202,8/16/1996, Rashad  Vaughn,21.412731006160165,Rashad,Vaughn,R. Vaughn
602,FA,PF,"6'9""",225,8/06/1995, Aleksandar  Vezenkov,22.442162902121833,Aleksandar,Vezenkov,A. Vezenkov
603,POR,PF,"6'9""",245,8/24/1995, Noah  Vonleh,22.392881587953458,Noah,Vonleh,N. Vonleh
604,ORL,F/C,"7'0""",260,10/24/1990, Nikola  Vucevic,27.225188227241617,Nikola,Vucevic,N. Vucevic
605,FA,SG,"6'7""",195,3/08/1984, Sasha  Vujacic,33.85352498288843,Sasha,Vujacic,S. Vujacic
606,CLE,G,"6'4""",220,1/17/1982, Dwyane  Wade,35.9917864476386,Dwyane,Wade,D. Wade
607,MIA,G/F,"6'4""",215,12/10/1991, Dion  Waiters,26.09719370294319,Dion,Waiters,D. Waiters
608,CHA,PG,"6'1""",184,5/08/1990, Kemba  Walker,27.68788501026694,Kemba,Walker,K. Walker
609,WSH,PG,"6'4""",210,9/06/1990, John  Wall,27.356605065023956,John,Wall,J. Wall
610,LAC,SG,"6'5""",205,6/10/1994, Tyrone  Wallace,23.59753593429158,Tyrone,Wallace,T. Wallace
611,MIA,PG,"6'1""",190,4/03/1995, Derrick  Walton Jr.,22.784394250513348,Derrick,Walton Jr.,D. Walton Jr.
612,FA,SF,"6'8""",260,1/31/1994, Jameel  Warney,23.953456536618756,Jameel,Warney,J. Warney
613,PHX,SF,"6'8""",215,9/05/1993, T.J.  Warren,24.358658453114305,T.J.,Warren,T. Warren
614,FA,PG,"6'2""",175,4/17/1984, C.J.  Watson,33.74401095140315,C.J.,Watson,C. Watson
615,FA,G,"6'1""",195,5/02/1991, Maalik  Wayns,26.704996577686515,Maalik,Wayns,M. Wayns
616,FA,PF,"6'10""",230,9/21/1990, Travis  Wear,27.315537303216974,Travis,Wear,T. Wear
617,HOU,PG,"6'2""",165,12/29/1992, Briante  Weber,25.04312114989733,Briante,Weber,B. Weber
618,FA,G/F,"6'7""",230,12/04/1986, Martell  Webster,31.1129363449692,Martell,Webster,M. Webster
619,GS,PF,"6'9""",250,8/29/1980, David  West,37.37713894592745,David,West,D. West
620,OKC,PG,"6'3""",200,11/12/1988, Russell  Westbrook,29.17180013689254,Russell,Westbrook,R. Westbrook
621,SA,PG,"6'4""",190,7/02/1994, Derrick  White,23.537303216974674,Derrick,White,D. White
622,MIA,PF,"6'8""",204,8/13/1992, Okaro  White,25.420944558521562,Okaro,White,O. White
623,FA,SF,"6'7""",210,6/16/1993, Andrew  White III,24.580424366872005,Andrew,White III,A. White III
624,BKN,G,"6'4""",213,3/08/1995, Isaiah  Whitehead,22.855578370978783,Isaiah,Whitehead,I. Whitehead
625,MIA,C,"7'0""",265,6/13/1989, Hassan  Whiteside,28.588637919233403,Hassan,Whiteside,H. Whiteside
626,MIN,G/F,"6'8""",202,2/23/1995, Andrew  Wiggins,22.8911704312115,Andrew,Wiggins,A. Wiggins
627,POR,SG,"6'5""",195,12/30/1990, CJ  Wilcox,27.041752224503764,CJ,Wilcox,C. Wilcox
628,BKN,PG,"6'8""",223,9/04/1994, Jacob  Wiley,23.362080766598222,Jacob,Wiley,J. Wiley
629,IND,G/F,"6'6""",225,1/11/1980, Damien  Wilkins,38.00958247775496,Damien,Wilkins,D. Wilkins
630,PHX,F/C,"6'8""",265,1/28/1993, Alan  Williams,24.960985626283367,Alan,Williams,A. Williams
631,LAC,SG,"6'5""",224,2/06/1990, C.J.  Williams,27.93702943189596,C.J.,Williams,C. Williams
632,FA,PG,"6'3""",200,6/26/1984, Deron  Williams,33.5523613963039,Deron,Williams,D. Williams
633,FA,F,"6'8""",245,5/25/1991, Derrick  Williams,26.642026009582477,Derrick,Williams,D. Williams
634,FA,PF,"6'9""",255,5/31/1994, Devin  Williams,23.6249144421629,Devin,Williams,D. Williams
635,FA,SF,"6'8""",220,6/12/1994, JaCorey  Williams,23.592060232717316,JaCorey,Williams,J. Williams
636,LAC,G,"6'1""",175,10/27/1986, Lou  Williams,31.21697467488022,Lou,Williams,L. Williams
637,FA,PG,"6'3""",205,12/03/1985, Marcus  Williams,32.114989733059545,Marcus,Williams,M. Williams
638,CHA,F,"6'9""",237,6/19/1986, Marvin  Williams,31.572895277207394,Marvin,Williams,M. Williams
639,FA,SG,"6'3""",205,10/26/1994, T.J.  Williams,23.21971252566735,T.J.,Williams,T. Williams
640,HOU,G/F,"6'7""",218,12/30/1994, Troy  Williams,23.041752224503764,Troy,Williams,T. Williams
641,MIA,SG,"6'5""",215,10/14/1993, Matt  Williams Jr.,24.251882272416154,Matt,Williams Jr.,M. Williams Jr.
642,FA,PG,"6'3""",195,9/16/1994, Nigel  Williams-Goss,23.329226557152634,Nigel,Williams-Goss,N. Williams-Goss
643,FA,PF,"6'9""",228,6/21/1995, Derek  Willis,22.56810403832991,Derek,Willis,D. Willis
644,MIL,PF,"6'10""",240,2/19/1996, D.J.  Wilson,21.90280629705681,D.J.,Wilson,D. Wilson
645,LAC,PF,"6'7""",229,11/21/1990, Jamil  Wilson,27.148528405201915,Jamil,Wilson,J. Wilson
646,FA,PF,"6'10""",240,10/20/1992, Kyle  Wiltjer,25.234770704996578,Kyle,Wiltjer,K. Wiltjer
647,MIA,F,"6'7""",225,3/26/1996, Justise  Winslow,21.804243668720055,Justise,Winslow,J. Winslow
648,DAL,C,"7'0""",230,3/07/1990, Jeff  Withey,27.857631759069132,Jeff,Withey,J. Withey
649,UTA,PG,"6'4""",190,5/15/1991, Nate  Wolters,26.6694045174538,Nate,Wolters,N. Wolters
650,FA,F/C,"6'11""",220,9/27/1995, Christian  Wood,22.299794661190965,Christian,Wood,C. Wood
651,FA,F,"6'7""",250,11/13/1979, Metta  World Peace,38.171115674195754,Metta,World Peace,M. World Peace
652,MEM,F/C,"6'10""",235,10/05/1987, Brandan  Wright,30.27789185489391,Brandan,Wright,B. Wright
653,FA,F,"6'7""",218,9/30/1988, Chris  Wright,29.28952772073922,Chris,Wright,C. Wright
654,TOR,G,"6'5""",183,4/26/1992, Delon  Wright,25.71937029431896,Delon,Wright,D. Wright
655,BOS,F,"6'8""",270,12/17/1995, Guerschon  Yabusele,22.078028747433265,Guerschon,Yabusele,G. Yabusele
656,PHI,SG,"6'6""",215,8/16/1995, James  Young,22.414784394250514,James,Young,J. Young
657,IND,G,"6'2""",185,6/27/1992, Joe  Young,25.54962354551677,Joe,Young,J. Young
658,WSH,PF,"6'9""",235,9/05/1994, Mike  Young,23.359342915811087,Mike,Young,M. Young
659,GS,G/F,"6'7""",210,6/01/1985, Nick  Young,32.62149212867899,Nick,Young,N. Young
660,IND,F,"6'8""",221,6/21/1988, Thaddeus  Young,29.56605065023956,Thaddeus,Young,T. Young
661,FA,SF,"6'9""",205,8/12/1995, Rade  Zagorac,22.425735797399042,Rade,Zagorac,R. Zagorac
662,CHA,F/C,"7'0""",240,10/05/1992, Cody  Zeller,25.27583846680356,Cody,Zeller,C. Zeller
663,BKN,F/C,"7'0""",250,1/17/1990, Tyler  Zeller,27.991786447638603,Tyler,Zeller,T. Zeller
664,FA,PF,"7'0""",240,9/09/1996, Stephen  Zimmerman Jr.,21.347022587268995,Stephen,Zimmerman Jr.,S. Zimmerman Jr.
665,CHI,F,"6'8""",245,2/18/1994, Paul  Zipser,23.904175222450377,Paul,Zipser,P. Zipser
666,CLE,C,"6'11""",254,1/04/1997, Ante  Zizic,21.026694045174537,Ante,Zizic,A. Zizic
667,LAL,C,"7'1""",265,3/18/1997, Ivica  Zubac,20.826830937713893,Ivica,Zubac,I. Zubac
